type	latitude	longitude	altitude (m)	name
T	-33.118469808	-71.635909121	33.1	
T	-33.118469808	-71.635286000	28.9	
T	-33.118469808	-71.634662879	26.2	
T	-33.118469808	-71.634039758	25.2	
T	-33.118469808	-71.633416636	27.2	
T	-33.118469808	-71.632793515	26.2	
T	-33.118469808	-71.632170394	26.1	
T	-33.118469808	-71.631547273	28.2	
T	-33.118469808	-71.630924151	33.8	
T	-33.118469808	-71.630301030	35.9	
T	-33.118469808	-71.629677909	41.1	
T	-33.118469808	-71.629054788	51.7	
T	-33.118469808	-71.628431667	71.6	
T	-33.118469808	-71.627808546	94.4	
T	-33.118469808	-71.627185424	115.2	
T	-33.118469808	-71.626562303	131.6	
T	-33.118469808	-71.625939182	138.4	
T	-33.118469808	-71.625316061	129.3	
T	-33.118469808	-71.624692939	115.7	
T	-33.118469808	-71.624069818	101.0	
T	-33.118469808	-71.623446697	86.8	
T	-33.118469808	-71.622823576	73.2	
T	-33.118469808	-71.622200455	59.0	
T	-33.118469808	-71.621577333	45.1	
T	-33.118469808	-71.620954212	37.4	
T	-33.118469808	-71.620331091	34.4	
T	-33.118469808	-71.619707970	32.5	
T	-33.118469808	-71.619084848	30.4	
T	-33.118469808	-71.618461727	28.8	
T	-33.118469808	-71.617838606	30.6	
T	-33.118469808	-71.617215485	37.6	
T	-33.118469808	-71.616592364	50.4	
T	-33.118469808	-71.615969242	66.3	
T	-33.118469808	-71.615346121	74.8	
T	-33.118469808	-71.614723000	84.7	
T	-33.118469808	-71.614099879	101.1	
T	-33.118469808	-71.613476758	134.5	
T	-33.118469808	-71.612853636	161.1	
T	-33.118469808	-71.612230515	180.5	
T	-33.118469808	-71.611607394	193.8	
T	-33.118469808	-71.610984273	214.0	
T	-33.118469808	-71.610361152	232.8	
T	-33.118469808	-71.609738030	237.7	
T	-33.118469808	-71.609114909	222.6	
T	-33.118469808	-71.608491788	189.3	
T	-33.118469808	-71.607868667	150.9	
T	-33.118469808	-71.607245546	119.5	
T	-33.118469808	-71.606622424	103.4	
T	-33.118469808	-71.605999303	123.3	
T	-33.118469808	-71.605376182	147.3	
T	-33.118469808	-71.604753061	174.7	
T	-33.118469808	-71.604129939	203.5	
T	-33.118469808	-71.603506818	209.9	
T	-33.118469808	-71.602883697	207.6	
T	-33.118469808	-71.602260576	203.6	
T	-33.118469808	-71.601637454	202.9	
T	-33.118469808	-71.601014333	207.3	
T	-33.118469808	-71.600391212	221.5	
T	-33.118469808	-71.599768091	241.0	
T	-33.118469808	-71.599144970	263.1	
T	-33.118469808	-71.598521848	288.9	
T	-33.118469808	-71.597898727	314.1	
T	-33.118469808	-71.597275606	336.1	
T	-33.118469808	-71.596652485	352.7	
T	-33.118469808	-71.596029364	354.7	
T	-33.118469808	-71.595406242	355.2	
T	-33.118469808	-71.594783121	354.9	
T	-33.118469808	-71.594160000	354.5	
T	-33.119008394	-71.655849000	110.8	
T	-33.119008394	-71.655225879	98.5	
T	-33.119008394	-71.654602758	105.8	
T	-33.119008394	-71.653979636	120.7	
T	-33.119008394	-71.653356515	128.2	
T	-33.119008394	-71.652733394	121.1	
T	-33.119008394	-71.652110273	110.8	
T	-33.119008394	-71.651487152	104.2	
T	-33.119008394	-71.650864030	110.3	
T	-33.119008394	-71.650240909	109.2	
T	-33.119008394	-71.649617788	100.8	
T	-33.119008394	-71.648994667	90.7	
T	-33.119008394	-71.648371545	87.8	
T	-33.119008394	-71.647748424	94.8	
T	-33.119008394	-71.647125303	96.3	
T	-33.119008394	-71.646502182	91.8	
T	-33.119008394	-71.645879061	81.8	
T	-33.119008394	-71.645255939	72.8	
T	-33.119008394	-71.644632818	68.2	
T	-33.119008394	-71.644009697	65.3	
T	-33.119008394	-71.643386576	58.7	
T	-33.119008394	-71.642763454	52.9	
T	-33.119008394	-71.642140333	53.6	
T	-33.119008394	-71.641517212	57.0	
T	-33.119008394	-71.640894091	53.8	
T	-33.119008394	-71.640270970	43.7	
T	-33.119008394	-71.639647849	37.6	
T	-33.119008394	-71.639024727	38.0	
T	-33.119008394	-71.638401606	48.6	
T	-33.119008394	-71.637778485	54.1	
T	-33.119008394	-71.637155364	52.0	
T	-33.119008394	-71.636532242	43.8	
T	-33.119008394	-71.635909121	34.0	
T	-33.119008394	-71.635286000	27.0	
T	-33.119008394	-71.634662879	24.0	
T	-33.119008394	-71.634039758	25.6	
T	-33.119008394	-71.633416636	32.4	
T	-33.119008394	-71.632793515	32.0	
T	-33.119008394	-71.632170394	31.4	
T	-33.119008394	-71.631547273	33.0	
T	-33.119008394	-71.630924151	40.1	
T	-33.119008394	-71.630301030	42.4	
T	-33.119008394	-71.629677909	48.3	
T	-33.119008394	-71.629054788	62.0	
T	-33.119008394	-71.628431667	92.5	
T	-33.119008394	-71.627808546	117.4	
T	-33.119008394	-71.627185424	136.2	
T	-33.119008394	-71.626562303	150.1	
T	-33.119008394	-71.625939182	163.2	
T	-33.119008394	-71.625316061	161.2	
T	-33.119008394	-71.624692939	150.1	
T	-33.119008394	-71.624069818	133.3	
T	-33.119008394	-71.623446697	119.1	
T	-33.119008394	-71.622823576	105.5	
T	-33.119008394	-71.622200455	88.5	
T	-33.119008394	-71.621577333	68.7	
T	-33.119008394	-71.620954212	54.2	
T	-33.119008394	-71.620331091	46.4	
T	-33.119008394	-71.619707970	41.0	
T	-33.119008394	-71.619084848	36.4	
T	-33.119008394	-71.618461727	31.5	
T	-33.119008394	-71.617838606	31.4	
T	-33.119008394	-71.617215485	34.3	
T	-33.119008394	-71.616592364	40.1	
T	-33.119008394	-71.615969242	50.6	
T	-33.119008394	-71.615346121	61.8	
T	-33.119008394	-71.614723000	75.9	
T	-33.119008394	-71.614099879	94.9	
T	-33.119008394	-71.613476758	124.4	
T	-33.119008394	-71.612853636	152.0	
T	-33.119008394	-71.612230515	173.8	
T	-33.119008394	-71.611607394	189.2	
T	-33.119008394	-71.610984273	209.4	
T	-33.119008394	-71.610361152	224.9	
T	-33.119008394	-71.609738030	228.6	
T	-33.119008394	-71.609114909	216.3	
T	-33.119008394	-71.608491788	184.4	
T	-33.119008394	-71.607868667	142.8	
T	-33.119008394	-71.607245546	111.9	
T	-33.119008394	-71.606622424	103.6	
T	-33.119008394	-71.605999303	125.4	
T	-33.119008394	-71.605376182	149.9	
T	-33.119008394	-71.604753061	177.8	
T	-33.119008394	-71.604129939	209.0	
T	-33.119008394	-71.603506818	231.9	
T	-33.119008394	-71.602883697	238.9	
T	-33.119008394	-71.602260576	236.6	
T	-33.119008394	-71.601637454	228.9	
T	-33.119008394	-71.601014333	221.2	
T	-33.119008394	-71.600391212	221.9	
T	-33.119008394	-71.599768091	230.8	
T	-33.119008394	-71.599144970	248.3	
T	-33.119008394	-71.598521848	275.6	
T	-33.119008394	-71.597898727	301.9	
T	-33.119008394	-71.597275606	326.3	
T	-33.119008394	-71.596652485	347.7	
T	-33.119008394	-71.596029364	354.5	
T	-33.119008394	-71.595406242	355.8	
T	-33.119008394	-71.594783121	354.4	
T	-33.119008394	-71.594160000	352.6	
T	-33.119546980	-71.655849000	114.8	
T	-33.119546980	-71.655225879	106.3	
T	-33.119546980	-71.654602758	116.5	
T	-33.119546980	-71.653979636	132.8	
T	-33.119546980	-71.653356515	139.2	
T	-33.119546980	-71.652733394	131.1	
T	-33.119546980	-71.652110273	121.7	
T	-33.119546980	-71.651487152	116.0	
T	-33.119546980	-71.650864030	120.6	
T	-33.119546980	-71.650240909	117.2	
T	-33.119546980	-71.649617788	108.0	
T	-33.119546980	-71.648994667	98.9	
T	-33.119546980	-71.648371545	98.3	
T	-33.119546980	-71.647748424	104.1	
T	-33.119546980	-71.647125303	102.5	
T	-33.119546980	-71.646502182	95.2	
T	-33.119546980	-71.645879061	86.3	
T	-33.119546980	-71.645255939	82.0	
T	-33.119546980	-71.644632818	79.2	
T	-33.119546980	-71.644009697	75.6	
T	-33.119546980	-71.643386576	67.2	
T	-33.119546980	-71.642763454	57.8	
T	-33.119546980	-71.642140333	55.8	
T	-33.119546980	-71.641517212	58.5	
T	-33.119546980	-71.640894091	58.6	
T	-33.119546980	-71.640270970	50.1	
T	-33.119546980	-71.639647849	43.3	
T	-33.119546980	-71.639024727	42.0	
T	-33.119546980	-71.638401606	52.1	
T	-33.119546980	-71.637778485	56.7	
T	-33.119546980	-71.637155364	54.7	
T	-33.119546980	-71.636532242	47.2	
T	-33.119546980	-71.635909121	37.8	
T	-33.119546980	-71.635286000	28.9	
T	-33.119546980	-71.634662879	24.3	
T	-33.119546980	-71.634039758	25.4	
T	-33.119546980	-71.633416636	34.3	
T	-33.119546980	-71.632793515	38.0	
T	-33.119546980	-71.632170394	39.9	
T	-33.119546980	-71.631547273	42.2	
T	-33.119546980	-71.630924151	49.7	
T	-33.119546980	-71.630301030	55.0	
T	-33.119546980	-71.629677909	62.7	
T	-33.119546980	-71.629054788	76.0	
T	-33.119546980	-71.628431667	101.8	
T	-33.119546980	-71.627808546	125.7	
T	-33.119546980	-71.627185424	145.2	
T	-33.119546980	-71.626562303	161.2	
T	-33.119546980	-71.625939182	179.9	
T	-33.119546980	-71.625316061	185.1	
T	-33.119546980	-71.624692939	177.3	
T	-33.119546980	-71.624069818	159.8	
T	-33.119546980	-71.623446697	146.7	
T	-33.119546980	-71.622823576	135.2	
T	-33.119546980	-71.622200455	120.0	
T	-33.119546980	-71.621577333	100.8	
T	-33.119546980	-71.620954212	85.1	
T	-33.119546980	-71.620331091	72.1	
T	-33.119546980	-71.619707970	61.3	
T	-33.119546980	-71.619084848	52.1	
T	-33.119546980	-71.618461727	44.5	
T	-33.119546980	-71.617838606	38.6	
T	-33.119546980	-71.617215485	36.7	
T	-33.119546980	-71.616592364	39.7	
T	-33.119546980	-71.615969242	47.6	
T	-33.119546980	-71.615346121	54.0	
T	-33.119546980	-71.614723000	63.7	
T	-33.119546980	-71.614099879	79.3	
T	-33.119546980	-71.613476758	102.6	
T	-33.119546980	-71.612853636	126.1	
T	-33.119546980	-71.612230515	147.4	
T	-33.119546980	-71.611607394	166.0	
T	-33.119546980	-71.610984273	186.2	
T	-33.119546980	-71.610361152	199.4	
T	-33.119546980	-71.609738030	205.5	
T	-33.119546980	-71.609114909	202.9	
T	-33.119546980	-71.608491788	181.0	
T	-33.119546980	-71.607868667	143.2	
T	-33.119546980	-71.607245546	111.1	
T	-33.119546980	-71.606622424	97.7	
T	-33.119546980	-71.605999303	113.6	
T	-33.119546980	-71.605376182	136.0	
T	-33.119546980	-71.604753061	163.8	
T	-33.119546980	-71.604129939	196.3	
T	-33.119546980	-71.603506818	228.8	
T	-33.119546980	-71.602883697	249.3	
T	-33.119546980	-71.602260576	258.8	
T	-33.119546980	-71.601637454	257.4	
T	-33.119546980	-71.601014333	244.1	
T	-33.119546980	-71.600391212	241.5	
T	-33.119546980	-71.599768091	245.8	
T	-33.119546980	-71.599144970	255.2	
T	-33.119546980	-71.598521848	278.4	
T	-33.119546980	-71.597898727	306.6	
T	-33.119546980	-71.597275606	331.7	
T	-33.119546980	-71.596652485	347.5	
T	-33.119546980	-71.596029364	353.7	
T	-33.119546980	-71.595406242	354.6	
T	-33.119546980	-71.594783121	352.9	
T	-33.119546980	-71.594160000	350.6	
T	-33.120085566	-71.655849000	120.2	
T	-33.120085566	-71.655225879	114.7	
T	-33.120085566	-71.654602758	125.3	
T	-33.120085566	-71.653979636	141.1	
T	-33.120085566	-71.653356515	147.7	
T	-33.120085566	-71.652733394	139.8	
T	-33.120085566	-71.652110273	132.0	
T	-33.120085566	-71.651487152	127.4	
T	-33.120085566	-71.650864030	130.0	
T	-33.120085566	-71.650240909	124.0	
T	-33.120085566	-71.649617788	114.5	
T	-33.120085566	-71.648994667	106.6	
T	-33.120085566	-71.648371545	108.0	
T	-33.120085566	-71.647748424	111.4	
T	-33.120085566	-71.647125303	106.2	
T	-33.120085566	-71.646502182	97.1	
T	-33.120085566	-71.645879061	92.8	
T	-33.120085566	-71.645255939	95.0	
T	-33.120085566	-71.644632818	92.6	
T	-33.120085566	-71.644009697	85.4	
T	-33.120085566	-71.643386576	74.6	
T	-33.120085566	-71.642763454	62.8	
T	-33.120085566	-71.642140333	58.4	
T	-33.120085566	-71.641517212	60.1	
T	-33.120085566	-71.640894091	63.5	
T	-33.120085566	-71.640270970	57.5	
T	-33.120085566	-71.639647849	50.5	
T	-33.120085566	-71.639024727	47.2	
T	-33.120085566	-71.638401606	56.8	
T	-33.120085566	-71.637778485	59.4	
T	-33.120085566	-71.637155364	57.4	
T	-33.120085566	-71.636532242	51.8	
T	-33.120085566	-71.635909121	43.4	
T	-33.120085566	-71.635286000	32.7	
T	-33.120085566	-71.634662879	25.9	
T	-33.120085566	-71.634039758	25.2	
T	-33.120085566	-71.633416636	34.0	
T	-33.120085566	-71.632793515	43.0	
T	-33.120085566	-71.632170394	49.2	
T	-33.120085566	-71.631547273	53.5	
T	-33.120085566	-71.630924151	60.8	
T	-33.120085566	-71.630301030	70.5	
T	-33.120085566	-71.629677909	81.1	
T	-33.120085566	-71.629054788	92.7	
T	-33.120085566	-71.628431667	107.3	
T	-33.120085566	-71.627808546	128.8	
T	-33.120085566	-71.627185424	149.4	
T	-33.120085566	-71.626562303	168.4	
T	-33.120085566	-71.625939182	190.1	
T	-33.120085566	-71.625316061	202.9	
T	-33.120085566	-71.624692939	200.5	
T	-33.120085566	-71.624069818	184.8	
T	-33.120085566	-71.623446697	173.1	
T	-33.120085566	-71.622823576	164.6	
T	-33.120085566	-71.622200455	153.1	
T	-33.120085566	-71.621577333	137.6	
T	-33.120085566	-71.620954212	122.3	
T	-33.120085566	-71.620331091	104.5	
T	-33.120085566	-71.619707970	88.1	
T	-33.120085566	-71.619084848	74.3	
T	-33.120085566	-71.618461727	63.8	
T	-33.120085566	-71.617838606	49.9	
T	-33.120085566	-71.617215485	42.4	
T	-33.120085566	-71.616592364	44.2	
T	-33.120085566	-71.615969242	52.4	
T	-33.120085566	-71.615346121	52.5	
T	-33.120085566	-71.614723000	54.7	
T	-33.120085566	-71.614099879	62.8	
T	-33.120085566	-71.613476758	77.3	
T	-33.120085566	-71.612853636	94.3	
T	-33.120085566	-71.612230515	113.5	
T	-33.120085566	-71.611607394	134.5	
T	-33.120085566	-71.610984273	153.8	
T	-33.120085566	-71.610361152	165.2	
T	-33.120085566	-71.609738030	174.7	
T	-33.120085566	-71.609114909	183.5	
T	-33.120085566	-71.608491788	175.6	
T	-33.120085566	-71.607868667	146.1	
T	-33.120085566	-71.607245546	114.1	
T	-33.120085566	-71.606622424	91.2	
T	-33.120085566	-71.605999303	97.9	
T	-33.120085566	-71.605376182	117.5	
T	-33.120085566	-71.604753061	145.1	
T	-33.120085566	-71.604129939	178.1	
T	-33.120085566	-71.603506818	215.8	
T	-33.120085566	-71.602883697	249.2	
T	-33.120085566	-71.602260576	273.6	
T	-33.120085566	-71.601637454	284.5	
T	-33.120085566	-71.601014333	270.8	
T	-33.120085566	-71.600391212	269.3	
T	-33.120085566	-71.599768091	272.0	
T	-33.120085566	-71.599144970	274.0	
T	-33.120085566	-71.598521848	289.9	
T	-33.120085566	-71.597898727	318.4	
T	-33.120085566	-71.597275606	342.7	
T	-33.120085566	-71.596652485	350.0	
T	-33.120085566	-71.596029364	353.1	
T	-33.120085566	-71.595406242	353.2	
T	-33.120085566	-71.594783121	351.6	
T	-33.120085566	-71.594160000	349.4	
T	-33.120624152	-71.655849000	138.1	
T	-33.120624152	-71.655225879	127.6	
T	-33.120624152	-71.654602758	131.4	
T	-33.120624152	-71.653979636	142.9	
T	-33.120624152	-71.653356515	153.4	
T	-33.120624152	-71.652733394	148.9	
T	-33.120624152	-71.652110273	142.3	
T	-33.120624152	-71.651487152	137.0	
T	-33.120624152	-71.650864030	137.2	
T	-33.120624152	-71.650240909	133.0	
T	-33.120624152	-71.649617788	123.3	
T	-33.120624152	-71.648994667	114.2	
T	-33.120624152	-71.648371545	115.2	
T	-33.120624152	-71.647748424	116.6	
T	-33.120624152	-71.647125303	112.2	
T	-33.120624152	-71.646502182	106.4	
T	-33.120624152	-71.645879061	107.9	
T	-33.120624152	-71.645255939	108.7	
T	-33.120624152	-71.644632818	102.9	
T	-33.120624152	-71.644009697	92.0	
T	-33.120624152	-71.643386576	79.3	
T	-33.120624152	-71.642763454	67.3	
T	-33.120624152	-71.642140333	61.8	
T	-33.120624152	-71.641517212	62.6	
T	-33.120624152	-71.640894091	68.4	
T	-33.120624152	-71.640270970	65.3	
T	-33.120624152	-71.639647849	58.4	
T	-33.120624152	-71.639024727	53.4	
T	-33.120624152	-71.638401606	62.0	
T	-33.120624152	-71.637778485	65.8	
T	-33.120624152	-71.637155364	65.9	
T	-33.120624152	-71.636532242	61.8	
T	-33.120624152	-71.635909121	51.9	
T	-33.120624152	-71.635286000	38.1	
T	-33.120624152	-71.634662879	29.3	
T	-33.120624152	-71.634039758	26.6	
T	-33.120624152	-71.633416636	29.6	
T	-33.120624152	-71.632793515	42.5	
T	-33.120624152	-71.632170394	55.5	
T	-33.120624152	-71.631547273	66.2	
T	-33.120624152	-71.630924151	72.6	
T	-33.120624152	-71.630301030	88.3	
T	-33.120624152	-71.629677909	104.2	
T	-33.120624152	-71.629054788	116.5	
T	-33.120624152	-71.628431667	119.5	
T	-33.120624152	-71.627808546	137.1	
T	-33.120624152	-71.627185424	155.8	
T	-33.120624152	-71.626562303	172.0	
T	-33.120624152	-71.625939182	184.0	
T	-33.120624152	-71.625316061	206.0	
T	-33.120624152	-71.624692939	217.3	
T	-33.120624152	-71.624069818	214.1	
T	-33.120624152	-71.623446697	203.8	
T	-33.120624152	-71.622823576	198.4	
T	-33.120624152	-71.622200455	191.2	
T	-33.120624152	-71.621577333	180.0	
T	-33.120624152	-71.620954212	162.8	
T	-33.120624152	-71.620331091	142.3	
T	-33.120624152	-71.619707970	124.0	
T	-33.120624152	-71.619084848	109.2	
T	-33.120624152	-71.618461727	93.9	
T	-33.120624152	-71.617838606	69.1	
T	-33.120624152	-71.617215485	53.1	
T	-33.120624152	-71.616592364	53.1	
T	-33.120624152	-71.615969242	70.4	
T	-33.120624152	-71.615346121	73.3	
T	-33.120624152	-71.614723000	69.3	
T	-33.120624152	-71.614099879	62.2	
T	-33.120624152	-71.613476758	59.8	
T	-33.120624152	-71.612853636	68.5	
T	-33.120624152	-71.612230515	83.0	
T	-33.120624152	-71.611607394	100.4	
T	-33.120624152	-71.610984273	114.4	
T	-33.120624152	-71.610361152	123.8	
T	-33.120624152	-71.609738030	134.3	
T	-33.120624152	-71.609114909	148.0	
T	-33.120624152	-71.608491788	156.6	
T	-33.120624152	-71.607868667	144.3	
T	-33.120624152	-71.607245546	121.3	
T	-33.120624152	-71.606622424	95.0	
T	-33.120624152	-71.605999303	92.1	
T	-33.120624152	-71.605376182	110.9	
T	-33.120624152	-71.604753061	139.4	
T	-33.120624152	-71.604129939	170.8	
T	-33.120624152	-71.603506818	205.6	
T	-33.120624152	-71.602883697	240.4	
T	-33.120624152	-71.602260576	272.4	
T	-33.120624152	-71.601637454	298.7	
T	-33.120624152	-71.601014333	297.5	
T	-33.120624152	-71.600391212	298.3	
T	-33.120624152	-71.599768091	301.6	
T	-33.120624152	-71.599144970	307.8	
T	-33.120624152	-71.598521848	311.2	
T	-33.120624152	-71.597898727	330.1	
T	-33.120624152	-71.597275606	349.0	
T	-33.120624152	-71.596652485	355.7	
T	-33.120624152	-71.596029364	355.0	
T	-33.120624152	-71.595406242	354.5	
T	-33.120624152	-71.594783121	353.7	
T	-33.120624152	-71.594160000	352.0	
T	-33.121162737	-71.655849000	154.4	
T	-33.121162737	-71.655225879	142.1	
T	-33.121162737	-71.654602758	140.9	
T	-33.121162737	-71.653979636	148.5	
T	-33.121162737	-71.653356515	161.1	
T	-33.121162737	-71.652733394	157.9	
T	-33.121162737	-71.652110273	152.2	
T	-33.121162737	-71.651487152	146.8	
T	-33.121162737	-71.650864030	144.8	
T	-33.121162737	-71.650240909	139.5	
T	-33.121162737	-71.649617788	130.0	
T	-33.121162737	-71.648994667	121.7	
T	-33.121162737	-71.648371545	123.1	
T	-33.121162737	-71.647748424	123.6	
T	-33.121162737	-71.647125303	119.4	
T	-33.121162737	-71.646502182	114.3	
T	-33.121162737	-71.645879061	114.8	
T	-33.121162737	-71.645255939	114.8	
T	-33.121162737	-71.644632818	109.3	
T	-33.121162737	-71.644009697	98.9	
T	-33.121162737	-71.643386576	85.1	
T	-33.121162737	-71.642763454	73.0	
T	-33.121162737	-71.642140333	66.6	
T	-33.121162737	-71.641517212	66.2	
T	-33.121162737	-71.640894091	72.4	
T	-33.121162737	-71.640270970	70.5	
T	-33.121162737	-71.639647849	63.5	
T	-33.121162737	-71.639024727	57.1	
T	-33.121162737	-71.638401606	63.5	
T	-33.121162737	-71.637778485	70.7	
T	-33.121162737	-71.637155364	72.1	
T	-33.121162737	-71.636532242	67.1	
T	-33.121162737	-71.635909121	55.8	
T	-33.121162737	-71.635286000	42.4	
T	-33.121162737	-71.634662879	33.4	
T	-33.121162737	-71.634039758	29.2	
T	-33.121162737	-71.633416636	28.5	
T	-33.121162737	-71.632793515	40.9	
T	-33.121162737	-71.632170394	54.9	
T	-33.121162737	-71.631547273	67.8	
T	-33.121162737	-71.630924151	77.0	
T	-33.121162737	-71.630301030	99.2	
T	-33.121162737	-71.629677909	121.2	
T	-33.121162737	-71.629054788	138.2	
T	-33.121162737	-71.628431667	142.3	
T	-33.121162737	-71.627808546	156.4	
T	-33.121162737	-71.627185424	172.8	
T	-33.121162737	-71.626562303	188.3	
T	-33.121162737	-71.625939182	195.9	
T	-33.121162737	-71.625316061	218.5	
T	-33.121162737	-71.624692939	235.4	
T	-33.121162737	-71.624069818	241.2	
T	-33.121162737	-71.623446697	235.9	
T	-33.121162737	-71.622823576	231.1	
T	-33.121162737	-71.622200455	224.9	
T	-33.121162737	-71.621577333	215.6	
T	-33.121162737	-71.620954212	196.5	
T	-33.121162737	-71.620331091	175.4	
T	-33.121162737	-71.619707970	155.7	
T	-33.121162737	-71.619084848	137.1	
T	-33.121162737	-71.618461727	111.9	
T	-33.121162737	-71.617838606	79.6	
T	-33.121162737	-71.617215485	58.5	
T	-33.121162737	-71.616592364	56.2	
T	-33.121162737	-71.615969242	78.0	
T	-33.121162737	-71.615346121	86.8	
T	-33.121162737	-71.614723000	85.8	
T	-33.121162737	-71.614099879	76.7	
T	-33.121162737	-71.613476758	64.5	
T	-33.121162737	-71.612853636	63.0	
T	-33.121162737	-71.612230515	68.4	
T	-33.121162737	-71.611607394	78.4	
T	-33.121162737	-71.610984273	85.6	
T	-33.121162737	-71.610361152	90.8	
T	-33.121162737	-71.609738030	98.8	
T	-33.121162737	-71.609114909	111.8	
T	-33.121162737	-71.608491788	127.6	
T	-33.121162737	-71.607868667	127.0	
T	-33.121162737	-71.607245546	114.2	
T	-33.121162737	-71.606622424	93.6	
T	-33.121162737	-71.605999303	95.4	
T	-33.121162737	-71.605376182	114.5	
T	-33.121162737	-71.604753061	140.6	
T	-33.121162737	-71.604129939	168.4	
T	-33.121162737	-71.603506818	202.0	
T	-33.121162737	-71.602883697	237.7	
T	-33.121162737	-71.602260576	273.7	
T	-33.121162737	-71.601637454	307.8	
T	-33.121162737	-71.601014333	320.4	
T	-33.121162737	-71.600391212	326.9	
T	-33.121162737	-71.599768091	331.1	
T	-33.121162737	-71.599144970	335.5	
T	-33.121162737	-71.598521848	330.7	
T	-33.121162737	-71.597898727	338.9	
T	-33.121162737	-71.597275606	349.9	
T	-33.121162737	-71.596652485	355.6	
T	-33.121162737	-71.596029364	354.5	
T	-33.121162737	-71.595406242	355.4	
T	-33.121162737	-71.594783121	356.9	
T	-33.121162737	-71.594160000	357.7	
T	-33.121701323	-71.655849000	169.1	
